Județ;Localitate;Adresa;Tip;Latitudine;Longitudine;Capacitatea
BIF;Sector 6;Bd. Iuliu Maniu 18÷20 Bl. 15 A+B, sc. B;privat;44,434760;26,035435;120
BIF;Sector 6;Bd. Iuliu Maniu 51 Bl. 22 B, sc. B;privat;44,434022;26,033659;400
BIF;Sector 6;Bd. Iuliu Maniu 51 Bl. 22 B, sc. C;privat;44,434015;26,033714;400
BIF;Sector 6;Bd. Iuliu Maniu 59 Bl. 10 A, sc. 5;privat;44,433903;26,026368;75
BIF;Sector 6;Bd. Iuliu Maniu 59 Bl.10 A, sc. 6;privat;44,433981;26,026387;75
BIF;Sector 6;Bd. Iuliu Maniu 61 Bloc 8P, sc.2;privat;44,433880;26,023656;180
BIF;Sector 6;Bd. Iuliu Maniu 61 Bl.8P, sc. 4;privat;44,433937;26,023780;180
BIF;Sector 6;Bd. Iuliu Maniu 61 Bl.8P, sc. 5;privat;44,433958;26,023708;180
BIF;Sector 6;Bd. Iuliu Maniu 61 Bl.8P, sc. 6;privat;44,433941;26,023715;180
BIF;Sector 6;Bd. Iuliu Maniu 65 Bl.7P, sc. 3;privat;44,433739;26,022059;160
BIF;Sector 6;Bd. Iuliu Maniu 65 B.7P, sc. 7;privat;44,433625;26,021858;160
BIF;Sector 6;Bd. Iuliu Maniu 65 Bl.7P, sc. 9;privat;44,433647;26,021713;160
BIF;Sector 6;Bd. Iuliu Maniu 67 Bl.7P, sc.1;privat;44,433778;26,019948;125
BIF;Sector 6;Bd. Iuliu Maniu 67 Bl.7P, sc. 2;privat;44,433781;26,019942;125
BIF;Sector 6;Bd. Iuliu Maniu 67 Bl.7P, sc. 3;privat;44,433704;26,019878;125
BIF;Sector 6;Bd. Iuliu Maniu 67 Bl.7P, sc.4;privat;44,433750;26,019931;125
BIF;Sector 6;Bd. Iuliu Maniu 67 Bl.7P, sc. 5;privat;44,433763;26,019818;125
BIF;Sector 6;Bd. Iuliu Maniu 67 Bl.7P, sc. 6;privat;44,433631;26,019733;125
BIF;Sector 6;Bd. Iuliu Maniu 67 Bl.7P, sc. 7;privat;44,433691;26,019521;125
BIF;Sector 6;Bd. Iuliu Maniu 67 Bl.7P, sc. 8;privat;44,433699;26,019268;125
BIF;Sector 6;Bd. Iuliu Maniu 67 Bl.7P, sc. 9;privat;44,433743;26,010084;125
BIF;Sector 6;Bd. Iuliu Maniu 67 Bl.7P, sc.10;privat;44,433721;26,018867;125
BIF;Sector 6;Bd. Iuliu Maniu 69 Bl.5P, sc. 2;privat;44,433779;26,015973;120
BIF;Sector 6;Bd. Iuliu Maniu 69 Bl.5P, sc. 3;privat;44,433506;26,015793;120
BIF;Sector 6;Bd. Iuliu Maniu 69 Bl. 5P, sc. 4;privat;44,433455;26,016165;120
BIF;Sector 6;Bd. Iuliu Maniu 69 Bl. 5P, sc. 5;privat;44,433519;26,016314;120
BIF;Sector 6;Bd. Iuliu Maniu 69 Bl. 5P, sc. 8;privat;44,433493;26,016455;150
BIF;Sector 6;Bd. Iuliu Maniu 71 Bl. 4, sc. 2;privat;44,433687;26,014326;133
BIF;Sector 6;Bd. Iuliu Maniu 71 Bl. 4, sc. 3;privat;44,433644;26,014280;133
BIF;Sector 6;Bd. Iuliu Maniu 71 Bl. 4, sc. 4;privat;44,433601;26,014189;230
BIF;Sector 6;Bd. Iuliu Maniu 71 Bl. 4, sc. 6;privat;44,433610;26,013900;133
BIF;Sector 6;Bd. Iuliu Maniu 73 Bl. 3, sc. 1;privat;44,433825;26,012779;270
BIF;Sector 6;Bd. Iuliu Maniu 73 Bl. 3, sc. 2;privat;44,433743;26,012730;282
BIF;Sector 6;Bd. Iuliu Maniu 73 Bl. 3, sc. 5;privat;44,433709;26,012638;120
BIF;Sector 6;Bd. Iuliu Maniu 73 Bl. 3, sc. 3;privat;44,433738;26,012649;164
BIF;Sector 6;Bd. Iuliu Maniu 73 Bl. 3, sc. 7;privat;44,433621;26,012424;164
BIF;Sector 6;Bd. Iuliu Maniu 152 A Bl. K, sc. 1;privat;44,434441;26,018041;150
BIF;Sector 6;Bd. Iuliu Maniu 170 A Bl. H, sc. D;privat;44,434260;26,013886;200
BIF;Sector 6;Bd. Timişoara 37 Bl. T 10, sc.1;privat;44,427420;26,038668;180
BIF;Sector 6;Bd. Timişoara 39 Bl. 36, sc. A;privat;44,427650;26,037928;100
BIF;Sector 6;Bd. Timişoara 39 Bl. 36, sc. B;privat;44,427488;26,037640;100
BIF;Sector 6;Bd. Timişoara 41 Bl. 35, sc. A;privat;44,427564;26,037298;132
BIF;Sector 6;Bd. Timişoara 41 Bl. 35, sc. B;privat;44,427442;26,037063;132
BIF;Sector 6;Bd. Timişoara 43 Bl. 34, sc.1;privat;44,427527;26,036374;130
BIF;Sector 6;Bd. Timişoara 43 Bl. 34, sc.2;privat;44,427385;26,036698;150
BIF;Sector 6;Bd. Timişoara 43 A Bl. 33, sc.A;privat;44,425830;26,018882;150
BIF;Sector 6;Bd. Timişoara 69 Bl. C13, sc.A;privat;44,426071;26,020728;125
BIF;Sector 6;Bd. Timişoara 69 Bl. C13, sc.B;privat;44,426059;26,020685;125
BIF;Sector 6;Bd. Timisoara 69 Bl. C13, sc.C;privat;44,425985;26,020542;125
BIF;Sector 6;Bd. Timişoara 73 Bl. C13, sc.1;privat;44,425761;26,017712;170
BIF;Sector 6;Bd. Timişoara 73 Bl. C13, sc.2;privat;44,425672;26,017987;170
BIF;Sector 6;Bd.1 Mai 11 Bl. C1, sc.1;privat;44,419602;26,049496;136
BIF;Sector 6;Bd.1 Mai 13 Bl. C2, sc.1;privat;44,419557;26,048945;140
BIF;Sector 6;Bd.1 Mai 16 Bl. 16 S14, sc.1;privat;44,419961;26,048953;150
BIF;Sector 6;Bd.1 Mai 18 Bl.17S14, sc.1;privat;44,420031;26,048526;150
BIF;Sector 6;Bd.1 Mai 19 Bl. C 4, sc.1;privat;44,419260;26,047400;150
BIF;Sector 6;Bd.1 Mai 19 Bl. C 4, sc.2;privat;44,419243;26,047430;150
BIF;Sector 6;Bd.1 Mai 25 Bl. C 6, sc.1;privat;44,419170;26,046697;150
BIF;Sector 6;Bd.1 Mai 25 Bl. C 6, sc.2;privat;44,419192;26,046800;150
BIF;Sector 6;Bd.1 Mai 27 Bl. C 7, sc.1;privat;44,419059;26,045710;125
BIF;Sector 6;Bd.1 Mai 27 Bl. C 7, sc.2;privat;44,419044;26,045652;125
BIF;Sector 6;Calea Giuleşti 20 Bl. Z  3;privat;44,457475;26,054917;130
BIF;Sector 6;Calea Giuleşti 24 Bl. Z  2;privat;44,457705;26,05429;130
BIF;Sector 6;Calea Giuleşti 28 Bl. Z  1;privat;44,457896;26,053738;130
BIF;Sector 6;Calea Plevnei 141 Bl. B II,sc.1;privat;44,443498;26,067989;200
BIF;Sector 6;Calea Plevnei 141 Bl. B II,sc.2;privat;44,443378;26,068014;150
BIF;Sector 6;Calea Plevnei 141 Bl. B II,sc.3;privat;44,443258;26,068207;150
BIF;Sector 6;Calea Plevnei Nr. 141B, Bl.4;privat;44,443258;26,068207;120
BIF;Sector 6;Drum Timonierului 2A Bl. 41, S-14;privat;44,433528;26,029656;250
BIF;Sector 6;Drum Timonierului 4A Bl. 40, S-14;privat;44,433519;26,029089;250
BIF;Sector 6;Str. Apusului 96 Bl. F, sc.1;privat;44,435155;26,011586;165
BIF;Sector 6;Str. Apusului 96 Bl. F, sc.2;privat;44,434952;26,011542;165
BIF;Sector 6;Str. Cetatea Histria 9 Bl. B – 14, sc. 1;privat;44,419501;26,023434;120
BIF;Sector 6;Str. Chilia Veche 7A Bl. B – 11, sc. 1;privat;44,416527;26,030682;124
BIF;Sector 6;Str. Chilia Veche 7A Bl. B – 11, sc. 2;privat;44,417011;26,030673;124
BIF;Sector 6;Str.Chilia Veche 7A Bl. B – 11, sc. 3;privat;44,416482;26,030619;124
BIF;Sector 6;Str. Chilia Veche 7A Bl. B – 11, sc.4;privat;44,416448;26,030691;124
BIF;Sector 6;Str. Cupolei 1 Bl. 106, sc. 1;privat;44,433226;26,031981;150
BIF;Sector 6;Str. Cupolei 1 Bl. 106, sc. 2;privat;44,433180;26,032027;150
BIF;Sector 6;Str.Cupolei 1 Bl. 106, sc. 3;privat;44,433106;26,032039;150
BIF;Sector 6;Str.Cupolei 2 Bl. 105, sc.A;privat;44,433398;26,031239;150
BIF;Sector 6;Str.Cupolei 2 Bl. 105, sc.C;privat;44,433144;26,031301;150
BIF;Sector 6;Str. Cupolei 2 Bl. 105, sc.E;privat;44,432972;26,031275;150
BIF;Sector 6;Str.Delineşti 1 Bl. B – 35,sc. 6;privat;44,422105;26,026871;154
BIF;Sector 6;Str. Fabricii 2 Bl. 15 C bis;privat;44,435002;26,035668;100
BIF;Sector 6;Str. Fabricii 2B-A Bl. 15 D, sc. A;privat;44,434917;26,035610;134
BIF;Sector 6;Str. Fabricii 2B-A Bl. 15 D, sc. B;privat;44,434732;26,035621;134
BIF;Sector 6;Str. Fabricii 4A4 Bl. 15, sc. A;privat;44,435168;26,036239;134
BIF;Sector 6;Str. Fabricii 4A4 Bl. 15, sc. B;privat;44,435219;26,036301;134
BIF;Sector 6;Str. Fabricii 6 Bl. 25 / 3,sc. A;privat;44,436131;26,036373;150
BIF;Sector 6;Str. Fabricii 6 Bl. 25 / 3,sc. B;privat;44,436260;26,036408;150
BIF;Sector 6;Str. Serg. Gheorghe Lăţea 2 Bl. C58, sc.1;privat;44,417051;26,048795;112
BIF;Sector 6;Str. Lujerului 2 Bl. 22C, sc. A;privat;44,432762;26,033594;110
BIF;Sector 6;Str. Obcina Mare 5 Bl. A3, sc. 4;privat;44,422108;26,045616;150
BIF;Sector 6;Str. Partizanilor 1 Bl. M 11, sc. 3;privat;44,435609;26,032379;150
BIF;Sector 6;Str. Preciziei 14 Bl. 1 P, sc. 2;privat;44,481613;25,989133;75
BIF;Sector 6;Str. Prel. Ghencea 28 Bl. C 5, sc.1;privat;44,412687;26,020971;85
BIF;Sector 6;Str. Prel. Ghencea 28 Bl. C 5, sc. 2;privat;44,412842;26,021352;85
BIF;Sector 6;Str. Prel. Ghencea 28 Bloc C 5,sc. 3;privat;44,412773;26,021388;85
BIF;Sector 6;Str. Prel. Ghencea 28 Bl. C 5,sc. 4;privat;44,412791;26,021540;85
BIF;Sector 6;Str. Prel. Ghencea 28 Bl. C 5,sc. 5;privat;44,412743;26,021788;85
BIF;Sector 6;Str. Răsăritului 2 Bl.  M 9;privat;44,431284;26,024593;170
BIF;Sector 6;Str. Romancierilor 5 Bloc C14, sc A;privat;44,426242;26,024233;150
BIF;Sector 6;Str. Romancierilor 5 Bloc C14, sc B;privat;44,426186;26,024224;150
BIF;Sector 6;Str. Sibiu 13 Bl. Z18;privat;44,422980;26,047776;150
BIF;Sector 6;Str. Sibiu 15 Bl. Z 8;privat;44,422740;26,048210;150
BIF;Sector 6;Str. Sibiu 17 Bl. Z 5;privat;44,422676;26,047698;150
BIF;Sector 6;Str. Sibiu 19 Bl.  Z  6;privat;44,422494;26,047985;150
BIF;Sector 6;Str. Sibiu 21 Bl. Z  7;privat;44,422252;26,047810;150
BIF;Sector 6;Str. Sibiu 29 Bl. Z 9;privat;44,421594;26,048656;150
BIF;Sector 6;Str. Sibiu 31 Bl. Z 10;privat;44,421333;26,048439;150
BIF;Sector 6;Str. Sibiu 33 Bl. Z 11;privat;44,421148;26,048772;150
BIF;Sector 6;Str. Sibiu 35 Bl. Z 12;privat;44,421100;26,048118;150
BIF;Sector 6;Str. Sibiu 37 Bl. Z 13;privat;44,420962;26,048422;150
BIF;Sector 6;Str. Sibiu 39 Bl. Z 14;privat;44,420706;26,048278;150
BIF;Sector 6;Str. Sibiu 41 Bl. 15 S – 14;privat;44,420364;26,048765;150
BIF;Sector 6;Str. Tg. Neamţ 2A Bl. B–31, sc. B;privat;44,421283;26,028436;150
BIF;Sector 6;Str. Tg. Neamţ 14A Bl. B-37, sc. 6;privat;44,419197;26,026758;144
BIF;Sector 6;Str. Valea Argeşului 2 Bl. 522, sc. 1;privat;44,417108;26,020419;110
BIF;Sector 6;Str. Valea Argeşului 5 Bl. C–1, Sc. A;privat;44,415723;26,017267;85
BIF;Sector 6;Str. Valea Argeşului 5 Bl. C–1, Sc. B;privat;44,415727;26,017294;85
BIF;Sector 6;Str. Valea Argeşului 5 Bl. C–1, Sc. C;privat;44,415737;26,017426;85
BIF;Sector 6;Str. Valea Argeşului 5 Bl. C–1, Sc. D;privat;44,415705;26,017536;85
BIF;Sector 6;Str. Valea  Ialomiţei 1A Bl. C18 A, sc. 1;privat;44,420945;26,019138;150
BIF;Sector 6;Str. Valea  Ialomiţei 1A Bl. C18 A, sc. 2;privat;44,420929;26,019236;150
BIF;Sector 6;Str. Valea  Ialomiţei 1A Bl. C18 A, sc. 3;privat;44,420762;26,019332;150
BIF;Sector 6;Str. Valea  Ialomiţei 4 Bl. C – 11, sc. 1;privat;44,421646;26,017320;85
BIF;Sector 6;Str. Valea  Ialomiţei 4 Bl. C – 11, sc. 2;privat;44,421831;26,017671;85
BIF;Sector 6;Str. Valea  Ialomiţei 4 Bl. C – 11, sc. 3;privat;44,421715;26,017749;85
BIF;Sector 6;Str. Valea  Ialomiţei 4 Bl. C – 11,sc. 4;privat;44,421660;26,017829;85
BIF;Sector 6;Str. Valea Oltului 12 Bl. C – 9, sc. A;privat;44,418185;26,013954;75
BIF;Sector 6;Str. Valea Oltului 12 Bl. C – 9, sc. B;privat;44,418109;26,013967;75
BIF;Sector 6;Str. Valea Oltului 12 Bl. C – 9, sc. C;privat;44,417919;26,014049;75
BIF;Sector 6;Str. Valea Roşie 2 Bl.60, sc. D;privat;44,415372;26,032454;150
BIF;Sector 6;Str. Valea Roşie 4 Bl.6, sc. D;privat;44,415376;26,032792;150
BIF;Sector 6;Str. Valea Roşie 6 Bl.62, sc. D;privat;44,415433;26,033118;150
BIF;Sector 6;Str. Valea Călugarească 2 Bl. 8, sc. D;privat;44,416435;26,033843;150
BIF;Sector 6;Str. Valea Călugarească 4 Bl. 5, sc. D;privat;44,416322;26,033234;150
BIF;Sector 6;Str. Valea Călugarească 8 Bl. 7, sc. D;privat;44,417057;26,032445;150
BIF;Sector 6;Str. Valea Călugarească 10 Bl. 4, sc. D;privat;44,416516;26,032219;150
BIF;Sector 6;Str. Valea Călugarească 12 Bl. 3, Sc. D;privat;44,416589;26,031642;150
BIF;Sector 6;Str. Valea Călugarească 14 Bl. 2, sc. D;privat;44,416528;26,031477;150
BIF;Sector 6;Al. Coloana INFINITULUI 9 Bl. W, Sc.1;privat;44,419473;26,010473;40
BIF;Sector 6;Al. Coloana INFINITULUI 9 Bl. W, Sc. 2;privat;44,419539;26,010492;40
BIF;Sector 6;Al. Coloana INFINITULUI 10 Bl. T, Sc.1;privat;44,419408;26,010451;40
BIF;Sector 6;Al. Coloana INFINITULUI 10 Bl. T, Sc.2;privat;44,419136;26,010593;40
BIF;Sector 6;Al. Coloana INFINITULUI 11 Bl. V, Sc.1;privat;44,419389;26,010389;40
BIF;Sector 6;Al. Coloana INFINITULUI 11 Bl. V, Sc.2;privat;44,419339;26,010464;40
BIF;Sector 6;Al. Masa TĂCERII 2 Bl. A, Sc. 1;privat;44,420598;26,012279;40
BIF;Sector 6;Al. Masa TĂCERII 2 Bl. A, Sc. 2;privat;44,420327;26,012689;40
BIF;Sector 6;Al. Masa TĂCERII 1 Bl. D, Sc. 1;privat;44,419959;26,009532;40
BIF;Sector 6;Al. Masa TĂCERII 1 Bl. D, Sc. 2;privat;44,420067;26,009489;40
BIF;Sector 6;Al. Masa TĂCERII 4 Bl. B, Sc. 1;privat;44,420486;26,011531;40
BIF;Sector 6;Al. Masa TĂCERII 4 Bl. B, Sc. 2;privat;44,420644;26,011282;40
BIF;Sector 6;Al. Poarta SĂRUTULUI 2 Bl. I, Sc. 1;privat;44,419611;26,009670;25
BIF;Sector 6;Al. Poarta SĂRUTULUI 2 Bl. I, Sc. 1 a;privat;44,419453;26,010166;25
BIF;Sector 6;Al. Poarta SĂRUTULUI 2 Bl. I, Sc. 2;privat;44,419564;26,010284;25
BIF;Sector 6;Al. Poarta SĂRUTULUI 2 Bl. I, Sc. 2 a;privat;44,419556;26,010915;25
BIF;Sector 6;Al. Poarta SĂRUTULUI 1 Bl. L,sc. 1;privat;44,419810;26,009770;20
BIF;Sector 6;Al. Poarta SĂRUTULUI 1 Bl. L, sc.1a;privat;44,419810;26,009770;20
BIF;Sector 6;Al. Poarta SĂRUTULUI 1 Bl. L, sc. 2;privat;44,420014;26,009487;20
BIF;Sector 6;Al. Poarta SĂRUTULUI 1 Bl. L, sc.2 a;privat;44,420014;26,009487;20
BIF;Sector 6;Al. Masa TĂCERII 5 Bl. S, sc.1;privat;44,420634;26,012316;40
BIF;Sector 6;AL. Masa TĂCERII 5 Bl. S, sc. 2;privat;44,420598;26,012336;40
BIF;Sector 6;Al. Masa TĂCERII 6 Bl. O, sc. 1;privat;44,420401;26,011500;40
BIF;Sector 6;Al. Masa TĂCERII 6 Bl. O, sc. 2;privat;44,420224;26,008430;40
BIF;Sector 6;Al. Masa TĂCERII 8 Bl. P, sc. 1;privat;44,420157;26,007538;40
BIF;Sector 6;Al. Masa TĂCERII 8 Bl, P, sc. 2;privat;44,420136;26,007527;40
BIF;Sector 6;Al. Masa TĂCERII 7 Bl. R, sc.1;privat;44,419764;26,009603;40
BIF;Sector 6;Al. Masa TĂCERII 7 Bl. R, sc. 2;privat;44,419685;26,009303;40
BIF;Sector 6;Al. Coloana INFINITULUI 12 Bl. U, sc. 1;privat;44,419436;26,010546;40
BIF;Sector 6;Al. Coloana INFINITULUI 12 Bl. U, Sc.2;privat;44,419354;26,010463;40
BIF;Sector 6;Al. Masa TĂCERII 3 Bl. C, sc.1;privat;44,419741;26,009599;40
BIF;Sector 6;Al. Masa TĂCERII 3 Bl. C, sc.2;privat;44,419684;26,009542;40
BIF;Sector 6;Al. Masa TĂCERII 1 Bl. H, sc. 1;privat;44,420061;26,009457;40
BIF;Sector 6;Al. Masa TĂCERII 1 Bl.  H, sc. 2;privat;44,420050;26,009488;40
BIF;Sector 6;Al. Masa TĂCERII 2 Bl.  E, sc. 1;privat;44,419631;26,009473;40
BIF;Sector 6;Al. Masa TĂCERII 2 Bl.  E,  Sc. 2;privat;44,419541;26,009451;40
BIF;Sector 6;Al. Masa TĂCERII 3 Bl.  G, sc. 1;privat;44,419673;26,009438;40
BIF;Sector 6;Al. Masa TĂCERII 3 Bl.  G, sc. 2;privat;44,419737;26,009490;40
BIF;Sector 6;Al. Masa TĂCERII 4 Bl.  F, sc. 1;privat;44,420296;26,011355;40
BIF;Sector 6;Al. Masa TĂCERII 4 Bl.  F, Sc. 2;privat;44,420363;26,011485;40
BIF;Sector 6;Al. Masa TĂCERII 1 Bl.  K, sc. 1;privat;44,420138;26,009499;40
BIF;Sector 6;Al. Masa TĂCERII 1 Bl.  K, sc. 2;privat;44,420043;26,009616;40
BIF;Sector 6;Al. Masa TĂCERII 6 Bl.  J, sc. 1;privat;44,419816;26,007589;40
BIF;Sector 6;Al. Masa TĂCERII 6 Bl.  J,  sc. 2;privat;44,419849;26,007582;40
BIF;Sector 6;Al. Masa TĂCERII 7 Bl.  N,  sc. 1;privat;44,419898;26,007685;40
BIF;Sector 6;Al. Masa TĂCERII 7 Bl.  N, sc. 2;privat;44,419811;26,007632;40
BIF;Sector 6;Al. Masa TĂCERII 8 Bl.  M, sc. 1;privat;44,420083;26,007463;40
BIF;Sector 6;Al. Masa TĂCERII 8 Bl.  M, sc. 2;privat;44,420178;26,007431;40
BIF;Sector 6;Al. Pasărea ÎN VĂZDUH 4 Bl. C 1.10, sc. A;privat;44,419227;26,003674;40
BIF;Sector 6;Al. Pasărea ÎN VĂZDUH 4 Bl. C 1.10, sc. B;privat;44,419253;26,003661;40
BIF;Sector 6;Al. Pasărea ÎN VĂZDUH 4 Bl. C 1.10, sc. D Adp. Nr.1;privat;44,419882;26,011482;40
BIF;Sector 6;Al. Pasărea ÎN VĂZDUH 4 Bl.  C 1.10, sc. D Adp. Nr.2;privat;44,419882;26,011482;40
BIF;Sector 6;Al. Pasărea ÎN VĂZDUH 4 Bl. C 1.10, sc. E;privat;44,419823;26,011461;40
BIF;Sector 6;Al. Pasărea ÎN VĂZDUH 4 Bl. C 1.10, sc. F Adp. Nr.1;privat;44,419778;26,011439;40
BIF;Sector 6;Al. Pasărea ÎN VĂZDUH 4 Bl. C 1.10, sc. F Adp. Nr.2;privat;44,419778;26,011439;40
BIF;Sector 6;Al. Pasărea ÎN VĂZDUH 4 Bl. C 1.10, sc. G;privat;44,419191;26,003757;40
BIF;Sector 6;Al. Pasărea ÎN VĂZDUH 3 Bl. C 1.7, sc. A Adp. Nr. 1;privat;44,419236;26,003390;40
BIF;Sector 6;Al. Pasărea ÎN VĂZDUH 3 Bl. C 1.7, sc. A Adp. Nr. 2;privat;44,419236;26,003390;40
BIF;Sector 6;Bd. TIMIŞOARA 26 MALL  PLAZA;privat;44,429088;26,034736;300
BIF;Sector 6;"Valea CASCADELOR 12 Emeu  Property Services
Blue Mobile";privat;44,426517;25,999372;12
BIF;Sector 6;"Valea CASCADELOR 16 Emeu  Property Services
Blue Mobile";privat;44,430996;26,003153;75
BIF;Sector 6;Str. BRAŞOV 23 Columbus Operaţional S.R.L.;privat;44,419120;26,035061;200
BIF;Sector 6;"Bd. Iuliu MANIU 492 ÷ 514 Metrou  Cash  & Carry
România S.R.L.";privat;44,436829;26,986456;250
BIF;Sector 6;Bd. Vasile MILEA 4 A Global Bussines Center;privat;44,435890;26,054123;150
BIF;Sector 6;Bd. Iuliu MANIU 7 FABERROM;privat;44,433659;26,053878;300
BIF;Sector 6;Bd. Timişoara 106 Cet -Vest;privat;44,424251;26,977346;300
BIF;Sector 6;Splaiul Independenţei 202 CARREFOUR ORHIDEEA;privat;44,444575;26,062967;300
BIF;Sector 6;Str. Hal Ancuţei 4 Şc. Gimnazială „ Ion  Dumitriu ”;privat;44,432305;26,013119;150
BIF;Sector 6;"Str. Econom CEZARESCU 47 Universitatea Artifex –
corp A";privat;44,440171;26,056519;200
BIF;Sector 6;"Str. Econom CEZARESCU 47 Universitatea Artifex -
corp B";privat;44,440152;26,056761;600
BIF;Sector 6;Bd. Timisoara 4A Birouri;privat;44,428936;26,052316;480
BIF;Sector 6;Bd.Vasile Milea 4E Afi 1 Birouri;privat;44,429884;26,054177;372
BIF;Sector 6;Bd.Vasile Milea 4G Birouri;privat;44,430134;26,053933;372
BIF;Sector 6;Bd.Vasile Milea 4F Afi 2 Birouri;privat;44,430328;26,053944;372
BIF;Sector 6;Bd.Vasile Milea 4 Birouri;privat;44,430869;26,053888;2149
BIF;Sector 6;Splaiul Independentei 202A Proprietar RAAPPS-SAIFI;privat;44,441314;26,069017;250
BIF;Sector 6;Str. Brașov Nr. 25L;privat;44,415894;26,035342;300
BIF;Sector 6;Str. Brașov Nr. 25L;privat;44,415455;26,036799;300
BIF;Sector 6;Str. Brașov Nr. 25L;privat;44,415455;26,036799;250
BIF;Sector 6;Str. Brașov Nr. 25L;privat;44,415455;26,036799;250
BIF;Sector 6;Str. Brașov Nr. 25L;privat;44,415455;26,036799;250
BIF;Sector 6;Str. Brașov Nr. 25L;privat;44,415455;26,036799;250
BIF;Sector 6;Str. Brașov Nr. 25L;privat;44,415455;26,036799;250
BIF;Sector 6;Str. Brașov Nr. 25L;privat;44,415455;26,036799;250
BIF;Sector 6;Str. Brașov Nr. 25L;privat;44,415455;26,036799;250
BIF;Sector 6;Str. Brașov Nr. 25L;privat;44,415455;26,036799;250
BIF;Sector 6;Str. Brașov Nr. 25L;privat;44,415455;26,036799;250
BIF;Sector 6;Str. Brașov Nr. 11A;privat;44,425972;26,034171;165
BIF;Sector 6;Splaiul Independenței Nr. 319H;privat;44,442435;26,047634;102
BIF;Sector 6;Splaiul Independenței Nr. 319H;privat;44,442435;26,047634;102
BIF;Sector 6;Splaiul Independenței Nr. 319G;privat;44,444456;26,045299;300
BIF;Sector 6;Șos. Orhideelor Nr. 19;privat;44,446392;26,059756;250
BIF;Sector 6;Bld. Timișoara Nr. 101T, Sc.A;privat;44,419191;25,999298;112
BIF;Sector 6;The Bridges 3 Office Building, Sos. Orhideelor nr. 15D;privat;44,444752;26,060003;575
BIF;Sector 6;C.A. Immo Campus 6.1, Bld. Iuliu Maniu nr. 6.1;privat;44,435167;26,053563;150
BIF;Sector 6;"Str. Sg. Constantin Apostol nr. 16B, Corp C4-C5, Corp
C10-C11";privat;44,429187;26,031541;124
BIF;Sector 6;Vastint Romania (birouri), Calea Plevnei nr. 159, Corp A;privat;44,44637;26,06505;150
BIF;Sector 6;Vastint Romania (birouri), Calea Plevnei nr. 159, Corp A;privat;44,44637;26,06505;150
BIF;Sector 6;Vastint Romania (birouri), Calea Plevnei nr. 159, Corp A;privat;44,44637;26,06505;150
BIF;Sector 6;Vastint Romania (birouri), Calea Plevnei nr. 159, Corp A;privat;44,44637;26,06505;150
BIF;Sector 6;Vastint Romania (birouri), Calea Plevnei nr. 159, Corp C;privat;44,44583;26,06541;150
BIF;Sector 6;Vastint Romania (birouri), Calea Plevnei nr. 159, Corp C;privat;44,44583;26,06541;150
BIF;Sector 6;Vastint Romania (birouri), Calea Plevnei nr. 159, Corp C;privat;44,44583;26,06541;150
BIF;Sector 6;Vastint Romania (birouri), Calea Plevnei nr. 159, Corp C;privat;44,44583;26,06541;150
BIF;Sector 6;"Sigma Property Development (birouri), bld. Iuliu Maniu
nr. 6P";privat;44,435056;26,052909;138
BIF;Sector 6;"Delta Property Development (birouri), bld. Iuliu Maniu
nr. 6N";privat;44,435067;26,052909;86
BIF;Sector 6;Rotar Park Residence, Bld. Iuliu Maniu nr. 244G;privat;44,435314;26,000868;1000
BIF;Sector 6;Clubul Sportiv Rapid, Calea Giulesti nr. 18;privat;44,455351;26,056961;225
BIF;Sector 6;"Light Investment Cotroceni (birouri), Bld. Iuliu Maniu
nr. 6Q";privat;44,434879;26,050101;106
BIF;Sector 6;Edelweiss Group (birouri), Bld. Vasilea Milea nr. 2F;privat;44,442097;26,059789;110
BIF;Sector 6;Al. Calatis 5 Grădiniţa  Nr. 218;public;44,414514;26,015833;150
BIF;Sector 6;Al.  ISTRU 6 Şcoala  Specială De Surzi  NR. 2;public;44,413533;26,015866;150
BIF;Sector 6;Al. POTAISA 3 Grădiniţa Nr.230;public;44,414161;26,022696;150
BIF;Sector 6;Bd. Timisoara 106 CET VEST;public;44,423996;25,967987;300
BIF;Sector 6;Bd. TIMIŞOARA 39 Grădiniţa Nr. 272;public;44,427621;26,037737;150
BIF;Sector 6;Str Hanul Ancutei 12 Scoala Gimnaziala                nr. 157;public;44,431909;26,010913;150
BIF;Sector 6;Str Pascani 6 Scoala Gimnaziala nr. 155;public;44,420122;26,022254;140
BIF;Sector 6;Calea Crângaşi 29 Adm. Pieţelor S.6;public;44,452319;26,047781;264
BIF;Sector 6;Str. Hanul Ancuţei 4 Scoala Gimnaziala Ion Dumitriu;public;44,421518;26,024996;140
BIF;Sector 6;Str. Paşcani 6 Şc. Gimnazială Nr. 169;public;44,421518;26,024996;140
BIF;Sector 6;"Splaiul Independentei 313 Universitatea Politehnica
Buc.Cladire Biblioteca Centala";public;44,441191;26,05153;152
BIF;Sector 6;Splaiul Independentei 313 Universitatea Politehnica Buc.Cladire Precis;public;44,435048;26,047806;110
