Județ;Localitate;Adresa;Tip;Latitudine;Longitudine;Capacitatea
BIF;Sector 2;Șos. Vergului 15 Bloc H3A;privat;44,437548;26,170789;100
BIF;Sector 2;Șos. Vergului 17 Bloc H3A;privat;44,437670;26,171543;100
BIF;Sector 2;Șos. Vergului 19 Bloc H4;privat;44,437828;26,171890;100
BIF;Sector 2;Şos. Vergului 33 Bloc K5;privat;44,438740;26,173028;130
BIF;Sector 2;Şos. Vergului 37 Bloc K 3;privat;44,438587;26,173818;130
BIF;Sector 2;Şos. Vergului 19 A Bloc H4;privat;44,437828;26,17189;100
BIF;Sector 2;Şos. Vergului 21-29 Bloc G 4, sc. 1;privat;44,438008;26,172828;94
BIF;Sector 2;Şos. Vergului 21-30 Bloc G 4, sc. 2;privat;44,437949;26,172676;94
BIF;Sector 2;Şos. Vergului 21-31 Bloc G 4, sc. 3;privat;44,437957;26,172574;94
BIF;Sector 2;Şos. Vergului 21-32 Bloc G 4, sc. 4;privat;44,437985;26,172199;94
BIF;Sector 2;Şos. Vergului 21-33 Bloc G 4, sc. 5;privat;44,438044;26,172132;94
BIF;Sector 2;Şos. Vergului 33 Bloc K 2;privat;44,438153;26,17825;130
BIF;Sector 2;B-dul Dacia 150 bloc 150, bloc 25  B;privat;44,443726;26,118387;150
BIF;Sector 2;B-dul Lacul Tei 123 Bloc 4, sc 3;privat;44,463158;26,121766;150
BIF;Sector 2;B-dul Lacul Tei 123 Bloc 4, LK sc 4;privat;44,463072;26,121803;150
BIF;Sector 2;Str. Lăptari Tei 16 Bloc 3A, sc. B;privat;44,463920;26,129446;75
BIF;Sector 2;Str. Gheorghe  Şerban 7A;privat;44,463860;26,118837;100
BIF;Sector 2;Str. Balotului 42 Bloc;privat;44,468001;26,152833;120
BIF;Sector 2;"Șoseaua Mihai Bravu 1 Bloc ALMO 2 Magazin Bucur
Obor";privat;44,449777;26,125861;168
BIF;Sector 2;Șoseaua Mihai Bravu 3 ALMO 3 Magazin Bucur Obor;privat;44,449767;26,126814;168
BIF;Sector 2;"Complex Greencourt – Corp A, Str. Gara Herastrău, nr.
4";privat;44.479195;26.105652;388
BIF;Sector 2;Complex Greencourt, Corp B,Str. Gara Herastrău, nr. 4;privat;44.479196;26.105661;484
BIF;Sector 2;Complex  Greencourp, Corp C Str. Gara Herastrau, nr. 4;privat;44.479042;26.105842;844
BIF;Sector 2;Global Worth ASSET Str. Gara  Herastrău, nr. 4 B;privat;44.478627;26.106349;180
BIF;Sector 2;"NGY Propertiers Investment Bd. Prof. Dimitrie Pompei,
nr. 5 -7";privat;44.480806;26.114064;695
BIF;Sector 2;Pipera Business Tower, Bd. Dimitrie Pompei, nr. 6 E,;privat;44.481207;26.119105;150
BIF;Sector 2;IRIDE S.A., Bd. Dimitrie Pompei nr. 9 - 9 A;privat;44.482848;26.122010;140
BIF;Sector 2;Global Worth Tawer, Str. Barbu Văcărescu, nr. 201;privat;44.479847;26.102762;855
BIF;Sector 2;"Barbu Văcărescu Office, Str. Barbu Văcărescu, nr. 241-
273";privat;44.470945;26.109219;300
BIF;Sector 2;"Lakeview Office Bulding, Str. Barbu Văcărescu, nr. 301
÷ 311";privat;44.475941;26.106385;1038
BIF;Sector 2;Cascade  Park  Plaza, Str. Dinu Vintilă, nr. 11;privat;44.457023;26.106657;350
BIF;Sector 2;Ştefan Cel Mare Building Str. Tunari, nr. 60 A;privat;44.451859;26.105987;300
BIF;Sector 2;"Lazăr 31 Business Center (birouri), Bd. Vasile   Lascăr,
nr. 31";privat;44.440365;26.108167;250
BIF;Sector 2;Veranda Mall, Str. Ziduri Moși Nr. 23;privat;44.430365;26.108165;136
BIF;Sector 2;Akcent Development, Str. Mihai Eminescu nr. 108-112;privat;44.447663;26.106852;57
BIF;Sector 2;Str. Popa Nan nr. 21, lot 2;privat;44.437783;26.123773;49
BIF;Sector 2;Dona Shai real Estate (birouri), Str. C.A. Rosetti nr. 17;privat;44.441200;26.100943;63
BIF;Sector 2;"Romanian Cleaning Company (birouri), Str. Gheorghe
Titeica nr. 142";privat;44.468236;26.112743;180
BIF;Sector 2;Artstation (birouri), Str. Gheorghe Titeica nr. 121;privat;44.469434;26.110903;150
BIF;Sector 2;"Top Trio Business Center (birouri), Str. Armand
Calinescu nr. 26";privat;44.439424;26.109333;180
BIF;Sector 2;R.N.P. Romsilva, Str. Petricani nr. 9A;privat;44.471202;26.121228;80
BIF;Sector 2;"Aris Business Center (birouri), Sos. Mihai Bravu nr. 171-
173";privat;44.435579;26.137237;29
BIF;Sector 2;Centrul Medical Affidea, Sos. Fundeni nr. 258;privat;44.466140;26.152024;125
BIF;Sector 2;"Mega Mall (complex comercial), Bld. Pierre de
Coubertin nr. 3-5";privat;44.442829;26.150396;193
BIF;Sector 2;"Mega Mall (complex comercial), Bld. Pierre de
Coubertin nr. 3-5";privat;44.442829;26.150396;153
BIF;Sector 2;Citta Residential Park, Sos. Pantelimon nr. 266, Bl. A-B;privat;44.441879;26.160378;47
BIF;Sector 2;Citta Residential Park, Sos. Pantelimon nr. 266, Bl. A-B;privat;44.441879;26.160378;66
BIF;Sector 2;Citta Residential Park, Sos. Pantelimon nr. 266, Bl. A-B;privat;44.441879;26.160378;97
BIF;Sector 2;Citta Residential Park, Sos. Pantelimon nr. 266, Bl. A-B;privat;44.441879;26.160378;86
BIF;Sector 2;Empire Tower (birouri), Sos. Iancului nr. 31;privat;44.442413;26.142024;80
BIF;Sector 2;Niro International (birouri), Str. Traian nr. 184-186;privat;44.437342;26.121564;80
BIF;Sector 2;Corner Propertier (birouri), Str. Gara Herastrau nr. 2-4;privat;44.478731;26.106514;80
BIF;Sector 2;"Marriot Court Yard (hotel), Bld. Dimitrie Pompeiu nr.
2A";privat;44.478169;26.106813;90
BIF;Sector 2;Str. Doamna Ghica, Nr. 3, Bl. 2, Sc. 2;privat;44,464295;26,129972;250
BIF;Sector 2;"Ierusalem School Bucharest (unitate de invatamant), Str.
Fabrica de Gheata nr. 14";public;44,469345;26,140532;90
BIF;Sector 2;Str. Balotului 42 Cresa;public;44,468073;26,152845;150
BIF;Sector 2;Str. Lăptari 23 Scoala Generala nr. 30;public;44,463468;26,128281;150
BIF;Sector 2;Str. Tunari 48/52 Scoala General nr. 24;public;44,451174;26,106663;150
BIF;Sector 2;Str. Ziduri între Vii 1 Complex Comercial;public;44,451192;26,145991;400
BIF;Sector 3;Al.  Baraj  Lotru 4 Bloc N  6;privat;44,426679;26,164314;300
BIF;Sector 3;Al.  Ilioara 16 Bloc M  32;privat;44,411892;26,162788;200
BIF;Sector 3;Al.  Ilioara 2 Bloc PM 30 A;privat;44,412405;26,159432;240
BIF;Sector 3;Al. Zemeş / Prevederii 3 Bloc M 29 A;privat;44,409808;26,170309;150
BIF;Sector 3;Al. Vlăhiţa 4 Bloc PM  8;privat;44,409703;26,168929;430
BIF;Sector 3;Al. Vlăhiţa 6 Bloc PM  10;privat;44,409672;26,168900;300
BIF;Sector 3;Al. Vlăhiţa 3 Bloc PM  18;privat;44,410129;26,168618;600
BIF;Sector 3;Bd. Camil  Ressu 16 Bloc 4  bis;privat;44,418005;26,144202;240
BIF;Sector 4;Bd. Camil  Ressu 16 Bloc 4  bis;privat;44,418005;26,144202;240
BIF;Sector 3;Bd. Camil  Ressu 20 Bloc 6  bis;privat;44,417872;26,145202;180
BIF;Sector 3;Bd. Camil  Ressu 8 Bloc  1;privat;44,418678;26,141806;300
BIF;Sector 3;Bd. Camil  Ressu 4 Bloc  5;privat;44,419112;26,139572;300
BIF;Sector 3;Bd. Camil  Ressu 3 Bloc 13  A;privat;44,420164;26,138450;450
BIF;Sector 3;Bd. Camil  Ressu 76 Bloc S – 1 A;privat;44,412987;26,162391;200
BIF;Sector 3;Bd. Camil  Ressu 74 Bloc S – 2;privat;44,412928;26,161901;200
BIF;Sector 3;Bd. Camil  Ressu 64 Bloc  PM  28;privat;44,413188;26,159026;475
BIF;Sector 3;Bd. Nicolae  Grigorescu 36 Bloc M 2 A;privat;44,412498;26,163058;200
BIF;Sector 3;Bd. Nicolae  Grigorescu 57 Bloc PM  1;privat;44,411317;26,163862;248
BIF;Sector 3;Bd. Nicolae  Grigorescu 59 Bloc PM  2;privat;44,410953;26,163887;248
BIF;Sector 3;Bd. Nicolae  Grigorescu 61 Bloc PM  3;privat;44,410341;26,163965;248
BIF;Sector 3;Bd. Theodor  Pallady 18 Bloc M  5  A;privat;44,412573;26,164477;200
BIF;Sector 3;Bd. Theodor  Pallady 2 Bloc M  2  A;privat;44,412631;26,164481;150
BIF;Sector 3;Bd. Theodor  Pallady 67 ÷ 69 / 7 ÷ 13 Bloc R   5;privat;44,411902;26,170781;600
BIF;Sector 3;Calea  Victoriei 12 C Bloc A - B;privat;44,432554;26,097515;300
BIF;Sector 3;Calea  Victoriei 25 Bloc locuinţe;privat;44,434207;26,098014;160
BIF;Sector 3;Intr. Muncii 4A Bloc   C;privat;44,434822;26,165195;150
BIF;Sector 3;Int. Odobeşti 12 Bloc  V 7 A;privat;44,418458;26,152024;75
BIF;Sector 3;Şos. Mihai  Bravu 286 Bloc  2;privat;44,294515;26,138595;200
BIF;Sector 3;Şos. Mihai  Bravu 292 Bloc  5;privat;44,257418;26,137640;200
BIF;Sector 3;Şos. Mihai  Bravu 294 Bloc  6;privat;44,426722;26,137548;204
BIF;Sector 3;Şos. Mihai  Bravu 296 Bloc  7;privat;44,426178;26,137021;88
BIF;Sector 3;Str. Cerceluşi 52 Bloc 10 - 11;privat;44,426590;26,136537;78
BIF;Sector 3;Str. Dristor 112 Bloc 13;privat;44,420443;26,139055;250
BIF;Sector 3;Str. Dristor 100 Bloc 10 A;privat;44,421625;26,138548;200
BIF;Sector 3;Bd. Râmnicu  Sărat 25 Bloc 11  A;privat;44,411711;26,140901;450
BIF;Sector 3;Bd. Râmnicu  Sărat 31 Bloc 11  B;privat;44,410202;26,140179;200
BIF;Sector 3;Bd. Râmnicu  Sărat 29 Bloc 11 A 1;privat;44,410902;26,140141;200
BIF;Sector 3;Bd. Râmnicu  Sărat 33 Bloc 11 B 1;privat;44,410965;26,140176;200
BIF;Sector 3;Str. Baba  Novac 11 A Bloc  1;privat;44,425956;26,146970;300
BIF;Sector 3;Str. Baba  Novac 13 A Bloc  2;privat;44,426059;26,147924;300
BIF;Sector 3;Str. Baba  Novac 15 A Bloc  3;privat;44,426368;26,148339;300
BIF;Sector 3;Str. Baba  Novac 22 A Bloc  24  C;privat;44,427405;26,153347;132
BIF;Sector 3;Str. Baraj  Dunării 12 Bloc M  8;privat;44,428001;26,170552;450
BIF;Sector 3;Str. Baraj  Lotru 6 Bloc N 8;privat;44,426792;26,165031;300
BIF;Sector 3;Str. Baraj  Lotru 8 Bloc N 9;privat;44,426850;26,165513;140
BIF;Sector 3;Str. Baraj  Lotru 10 Bloc N  10;privat;44,426938;26,166276;300
BIF;Sector 3;Str. Baraj  Lotru 12 Bloc N  11;privat;44,427041;26,166798;150
BIF;Sector 3;Str. Baraj  Rovinari 14 Bloc M 7 A;privat;44,427838;26,171096;356
BIF;Sector 3;Str. Baraj  Sadului 3 ÷ 5 Bloc N 12 - N 13;privat;44,426998;26,167618;180
BIF;Sector 3;Str.Serg.Maj. Bonea Marin 2 Bloc 13 TOMIS;privat;44,410229;26,141711;300
BIF;Sector 3;Str. Bucovina    (I.O.R.) 1 A Bloc  L 10;privat;44,432166;26,154285;242
BIF;Sector 3;Str. Bucovina    (I.O.R.) 1 bis Bloc  L 10 A;privat;44,432382;26,154545;242
BIF;Sector 3;Str. Cîmpia  Libertăţii 47 Bloc  MC – 1;privat;44,427159;26,149872;88
BIF;Sector 3;Str. Cîmpia  Libertăţii 45 Bloc  MC – 2;privat;44,427359;26,149589;88
BIF;Sector 3;Str. Cîmpia  Libertăţii 43 Bloc  MC – 3;privat;44,427647;26,149867;88
BIF;Sector 3;Str. Cîmpia  Libertăţii 41 Bloc  MC – 4;privat;44,427678;26,149320;88
BIF;Sector 3;Str. Ilioara 1 Bloc  PM -29;privat;44,412781;26,158641;345
BIF;Sector 3;Str. Ilioara 2 bis Bloc  PM - 30;privat;44,412345;26,159441;345
BIF;Sector 3;Str. Liviu   Rebreanu 35 Bloc  M  36  A;privat;44,424697;26,175195;480
BIF;Sector 3;Str. Lotrioara 5 Bloc  V - 31;privat;44,415663;26,156518;110
BIF;Sector 3;Str. Lotrioara 9 Bloc  V - 33;privat;44,416326;26,156202;250
BIF;Sector 3;Str. Lotrioara 11 Bloc  V - 34;privat;44,416536;26,156355;250
BIF;Sector 3;Str. Odobeşti 13 Bloc  V  35;privat;44,416137;26,155341;285
BIF;Sector 3;Str. Odobeşti 13 Bloc  V  36;privat;44,416137;26,155341;285
BIF;Sector 3;Str. Odobeşti 13 Bloc  V  37;privat;44,416137;26,155341;285
BIF;Sector 3;Str. Odobeşti 2 A Bloc  N 2 B;privat;44,417535;26,150647;75
BIF;Sector 3;Str. Odobeşti 2B Bloc  N 3 B;privat;44,417449;26,150736;75
BIF;Sector 3;Str. Patrioţilor 8 Bloc  PM  12;privat;44,410309;26,166024;750
BIF;Sector 3;Str. Patrioţilor 6 Bloc  PM  13;privat;44,410581;26,165559;242
BIF;Sector 3;Str. Patrioţilor 4 Bloc  PM  14 F;privat;44,410819;26,165008;300
BIF;Sector 3;Str. Patrioţilor 2 Bloc  PM  15;privat;44,411129;26,164393;300
BIF;Sector 3;Str. Patrioţilor 3 Bloc  PM  17;privat;44,411658;26,164209;600
BIF;Sector 3;Str. Petre  Tina 5 Bloc   L  41;privat;44,432812;26,157274;150
BIF;Sector 3;Str, Prevederii 1 Bloc  PM  4;privat;44,410235;26,164943;242
BIF;Sector 3;Str. Prevederii 3 Bloc  PM  5;privat;44,410223;26,164922;242
BIF;Sector 3;Str. Prevederii 5 Bloc  PM  11 A;privat;44,409796;26,166205;750
BIF;Sector 3;Str. Prevederii 7 Bloc  PM  11 B;privat;44,409656;26,166929;300
BIF;Sector 3;Str. Prevederii 24 A Bloc  G 4 - G5;privat;44,407936;26,173429;450
BIF;Sector 3;Str. Prevederii 4 Bloc  M 29 C;privat;44,409452;26,165830;300
BIF;Sector 3;Str. Prevederii 2 Bloc  M 29 F;privat;44,409605;26,164722;300
BIF;Sector 3;Str. Prevederii 13 A Bloc  M 1 C;privat;44,408692;26,171438;208
BIF;Sector 3;Str. Spiridon  Matei 1 Bloc   9;privat;44,410913;26,140869;300
BIF;Sector 3;Str. Spiridon  Matei 3 Bloc  10;privat;44,411364;26,141220;210
BIF;Sector 3;Str.  Trapezului 3 Bloc  C  2, Sc. A+B;privat;44,409184;26,172549;150
BIF;Sector 4;Str.  Trapezului 3 Bloc  C  2, Sc. C+D;privat;44,409491;26,172586;150
BIF;Sector 5;Str.  Trapezului 3 Bloc  C  2, Sc. E+F;privat;44,408920;26,172586;150
BIF;Sector 3;Str. Codrii  Neamţului 9 Bloc  C 2 B;privat;44,420169;26,172880;248
BIF;Sector 3;Str. Plt. Petre  Ionescu 13 Bloc  7  BIS;privat;44,414037;26,172514;300
BIF;Sector 3;Str. Sold. Stelian  Mihale 1 A Bloc  G  1 A;privat;44,412986;26,167706;300
BIF;Sector 3;Str. Sold. Nicolae  Sebe 10 Bloc  L 36;privat;44,432691;26,158396;150
BIF;Sector 3;Splaiul  Independenţei 2  J Bloc  Locuinţe;privat;44,429997;26,098062;300
BIF;Sector 3;Bd. Mircea  Vodă 46 Bloc  M  22;privat;44,418885;26,112635;80
BIF;Sector 3;Al. Odobeşti 11 Bloc  T  1 A;privat;44,416682;26,155531;300
BIF;Sector 3;Str. Pazon   Marin 2 B Grădinita  Greeraşu;privat;44,407490;26,173648;200
BIF;Sector 3;Str. Vasile  Goldiş ,,Baraj Rovinari’’ 1 A CASA  MAXX;privat;44,428820;26,173344;200
BIF;Sector 3;Str. Julius  Barach 15 Teatrul  Evreiesc;privat;44,428925;26,111184;220
BIF;Sector 3;Bd. Basarabia 171 S.C. Stiteh  S.A.;privat;44,436152;26,163315;300
BIF;Sector 3;Bd. Basarabia 250 S.C.  Faur  S.A.;privat;44,429851;26,185230;1200
BIF;Sector 3;Str. Dudeşti - Pantelimon 44 S.C. Antilopa  S.A.;privat;44,439468;26,193655;400
BIF;Sector 3;Str. Releului 2 ÷ 4 Cet – Sud  Elcen;privat;44,405658;26,152488;200
BIF;Sector 3;Calea  Dudeşti 184 Depoul  R.A.T.B.;privat;44,421348;26,132089;220
BIF;Sector 3;In City Residence, Calea Dudești 188;privat;44,420535;26,133399;130
BIF;Sector 3;In City Residence, Calea Dudești 188;privat;44,420535;26,133399;130
BIF;Sector 3;In City Residence, Calea Dudești 188;privat;44,420535;26,133399;130
BIF;Sector 3;Calea Victoriei 12 Muzeul National de Istorie a Romaniei;privat;44,431493;26,097444;1000
BIF;Sector 3;Al. Uioara 4A Bloc 4 bis, sc. B;privat;44,379270;26,105035;150
BIF;Sector 3;Al. Uioara 12A Bloc 12 bis, sc. B;privat;44,382879;26,103842;150
;Sector 3;IZVORUL MUREȘULUI NR 10, BL 10, SC D;privat;44,3837219;26,1058603;150
;Sector 3;SPLAIUL INDEPENDENȚEI NR 2;privat;44,4298644;26,098671;300
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 114, BLM1/1,
SC 1";privat;44,3874184;26,1093018;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 114, BLM1/1,
SC 2";privat;44,3874184;26,1093018;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 114, BLM1/1,
SC 3";privat;44,3874184;26,1093018;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 114, BLM1/1,
SC 4";privat;44,3874184;26,1093018;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 114, BLM1/1,
SC 5";privat;44,3874184;26,1093018;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 116 BLM 2/3,
SC 2";privat;44,3855785;26,1096777;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 116 BLM 2/3,
SC 3";privat;44,3855785;26,1096777;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 116 BLM 2/3,
SC 4";privat;44,3855785;26,1096777;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 118 BLM 2/4,
SC 1";privat;44,3839620;26,1093737;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 118 BLM 2/4,
SC 2";privat;44,3839620;26,1093737;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 118 BLM 2/4,
SC 3";privat;44,3839620;26,1093737;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 118 BLM 2/4,
SC 4";privat;44,3839620;26,1093737;150
;Sector 3;"CONSTANTIN BRÂNCOVEANU NR 118 BLM 2/4,
SC 5";privat;44,3839620;26,1093737;150
;Sector 3;CALEA VITAN NR 6;privat;44,4229525;26,1230772;200
;Sector 3;Arabesque (comert), CALEA VITAN 112-114;privat;44,4151318;26,1309164;90
;Sector 3;SPLAIUL UNIRII NR 165;privat;44,4158397;26,115709;1255
;Sector 3;CALEA VICTORIEI NR. 25;privat;44,43285;26,104335;160
;Sector 3;CALEA VICTORIEI NR. 12C, BL A;privat;44,4325055;26,0976417;300
;Sector 3;CALEA VICTORIEI NR. 12C, BL B;privat;44,4320098;26,0976658;300
BIF;Sector 3;S.C. Sedona Alm, Str. Traian nr. 66;privat;44.429310;26.120148;18
BIF;Sector 3;"S.C. Spatiul Comercial Vitan, Str. Nerva Traian nr. 19A-
25A";privat;44.419496;26.116158;436
BIF;Sector 3;"Bucuresti Development Management (birouri), Calea
Vitan Nr. 55-59";privat;44.420516;26.126832;250
BIF;Sector 3;A.G. real estate Assets (birouri), Str. Olteni nr. 2-4;privat;44.429124;26.109467;300
BIF;Sector 3;Confort Hotels (hotel), Str. Traian nr. 55;privat;44.429802;26.119386;100
BIF;Sector 3;"Hotel Mercure Bucharest Unirii (hotel), Bld. Mircea
Voda nr. 28";privat;44.427449;26.111722;80
BIF;Sector 3;Comety Prodexim (Hotel), str. Cauzasi nr. 25-27;privat;44.428685;26.112395;70
BIF;Sector 3;Popa Nan Residence, Str. Popa Nan nr. 111-113;privat;44.431686;26.126040;90
BIF;Sector 3;"Ansamblul rezidential ""Delea Veche"", str. Delea Veche
nr. 24, Corp C";privat;44,433757;26,127504;184
BIF;Sector 3;"Ansamblul rezidential ""Delea Veche"", str. Delea Veche
nr. 24, Corp B";privat;44,433757;26,127504;140
BIF;Sector 3;"Ansamblul rezidential ""Delea Veche"", str. Delea Veche
nr. 24, Cordp A si D";privat;44,433757;26,127504;175
BIF;Sector 3;Str. Eufrosina Popescu nr. 61;privat;44,424313;26,143599;100
BIF;Sector 3;Str. Eufrosina Popescu nr. 61;privat;44,424313;26,143599;100
BIF;Sector 3;Str. Eufrosina Popescu nr. 61;privat;44,424313;26,143599;100
BIF;Sector 3;Str. Eufrosina Popescu nr. 61;privat;44,424313;26,143599;100
BIF;Sector 3;Str. Eufrosina Popescu nr. 61;privat;44,424313;26,143599;100
BIF;Sector 3;Str. Eufrosina Popescu nr. 61;privat;44,424313;26,143599;100
BIF;Sector 3;"New Town Faza II (ansamblu rezidential), str. Baba
Novac nr. 8A";privat;44,424132;26,141252;300
BIF;Sector 3;"Union Conference Hotel (hotel), Str. Anton Pann/ Bld.
Unirii nr. 47";privat;44,427056;26,114642;800
BIF;Sector 3;Decebal Tower (birouri), Str. Turturelelor nr. 24;privat;44,428963;26,123843;146
BIF;Sector 3;Auchan Vitan (comert), Calea Vitan nr. 236;privat;44,408158;26,139645;100
;Sector 3;"Rams Business Park (brirouri), Sos. Dudesti-Pantelimon
nr. 42";privat;44,437534;26,189878;300
BIF;Sector 3;Str. Barajul Lotrului nr.4;privat;44,255331;26,100293;300
BIF;Sector 3;Bd. Corneliu Coposu, nr. 6-8, Unirii View;privat;44,431072;26,109654;120
BIF;Sector 3;Str. Parfumului, Nr. 25-27, Art Group International;privat;44,428673;26,116842;108
BIF;Sector 3;Str. Fetești, Nr. 54-56;privat;44,412586;26,182934;300
BIF;Sector 3;ION ȚUCULESCU 42;public;44,4249008;26,1444825;68
BIF;Sector 3;"Bd. Basarabiei  nr. 49 ÷ 51 Spitalul Clinic Judetean de
Urgenta Ilfov";public;44,434688;26,157140;125
BIF;Sector 3;Al. Lunca  Bradului 1A Cresa Titan;public;44,422441;26,160267;200
BIF;Sector 3;Calea  Victoriei 15 C.E.C. Central;public;44,432638;26,096632;200
BIF;Sector 3;Str. Doamnei 8 B.N.R.;public;44,432752;26,099754;420
BIF;Sector 3;Str. Iulius  Barach  20 Teatrul Everesc;public;44,429285;26,110511;160
BIF;Sector 3;Str  Patrioţilor 3 Grădiniţa Nr. 232, Corp A;public;44,411415;26,166188;150
;Sector 3;Str  Patrioţilor 3 Grădiniţa Nr. 232, Corp B;public;44,411415;26,166188;150
BIF;Sector 3;Str. Smârdan 5;public;44,432642;26,099824;180
BIF;Sector 3;Str. Vasile  Goldis 1A CASA DE COPII;public;44,428794;26,171102;200
BIF;Sector 3;Str. Reconstrucţiei 6A Gradinita nr. 3;public;44,422813;26,145580;124
BIF;Sector 3;Şos. Industriilor 46 Şcoala  Gimnazială Nr.  55;public;44,429643;26,202610;150
BIF;Sector 3;Str. Pătulului 2 Şcoala  Gimnazială Nr. 112;public;44,413878;26,166517;150
BIF;Sector 3;Str. Plt. Petre  Ionescu 76 Grădiniţa Nr. 196;public;44,413085;26,176296;150
BIF;Sector 3;Bd. Lucreţiu Pătrăşcanu 3 Gradinita;public;44,431611;26,164871;76
BIF;Sector 3;Al.  Barajul Uzului 3 P.M.B. Gradinita nr. 154;public;44,429960;26,167564;128
BIF;Sector 3;Al. Cioplea 1 Locuinte sociale;public;44,424234;26,177673;95
BIF;Sector 3;Al. Cioplea 2 Locuinte sociale;public;44,423449;26,178499;95
BIF;Sector 3;Al. Cioplea 3 Locuinte sociale;public;44,425183;26,177398;95
BIF;Sector 3;Str.  Cozla 1 Gradinita;public;44,423140;26,168712;68
BIF;Sector 3;Str. Şapte  Drumuri 10 Gradinita;public;44,427773;26,143994;75
BIF;Sector 3;Str. Industriilor 46 Gradinita;public;44,429296;26,200207;68
BIF;Sector 3;Str. Firidei 9 Gradinita;public;44,414205;26,159486;68
BIF;Sector 3;Str. Firidei 10 Gradinita;public;44,414026;26,157518;68
BIF;Sector 3;"Str.Gheorghe  Petraşcu 49 Scoala de Muzica si Arte
Plastice";public;44,430450;26,145529;208
BIF;Sector 3;Parcaj Subteran Universitate Universitate Subsol PMB;public;44,434295;26,099208;90
BIF;Sector 3;"Str. Lipscani 84-90 ARCUM Centru de Proiectare
Culturala";public;44,431771;26,100285;90
BIF;Sector 3;"Str. Maximilian  Popper 17 Cămin  pt. persoane
Vârstnice ,, Acad. Nicolae  Cajal”";public;44,427699;26,118075;165
BIF;Sector 3;Str. Gura  Ialomiței 20 Scoala Gimnaziala nr. 116;public;44,415704;26,183780;75
BIF;Sector 3;Str. Pazon   Marin 2A Centrul de Recuperare;public;44,404910;26,171864;75
BIF;Sector 3;Str. Vasile  Goldiș 1A Casa Maxx (Azil Batrani);public;44,428794;26,171102;150
BIF;Sector 4;Al. Cetatea Veche 2A Bloc 2bis, sc.B;privat;44,381961;26,105136;150
BIF;Sector 4;Al. Cetatea Veche 2A Bloc 2bis,sc.D;privat;44,381932;26,105168;150
BIF;Sector 4;Al. Cetatea Veche 2B Bloc 3bis, sc.B;privat;44,380994;26,104959;150
BIF;Sector 4;Al. Dolina 2 Bloc 64, sc.2;privat;44,386527;26,099892;150
BIF;Sector 4;Al. Dolina 2 Bloc 64, sc.4;privat;44,386825;26,099573;150
BIF;Sector 4;Al. Dolina 4 Bloc 68, sc.4;privat;44,387058;26,099483;150
BIF;Sector 4;Al. Moldoveni 8 Bloc 55, sc.6;privat;44,384627;26,098729;150
BIF;Sector 4;Al. Moldoveni 8 Bloc 55, sc.8;privat;44,384534;26,099020;150
BIF;Sector 4;Al. Moldoveni 8 Bloc 55, sc.10;privat;44,384458;26,099416;150
BIF;Sector 4;Al. Mirea Mioara Luiza 2A Bloc N20, sc. 1;privat;44,391638;26,114872;150
BIF;Sector 4;Al. Urucu n Adrian 4 Bloc N17, sc.5;privat;44,390806;26,112758;150
BIF;Sector 4;Al.Cricovul Dulce 1 Bloc N16, sc.3;privat;44,390241;26,110925;140
BIF;Sector 4;Al. Calinesti 1 Bloc 81,sc.4;privat;44,379574;26,09295;150
BIF;Sector 4;Al. Calinesti 2 Bloc 14, sc.6;privat;44,380852;26,093869;150
BIF;Sector 4;Al. Calinesti 6 Bloc 12, sc.2;privat;44,38007;26,093546;150
BIF;Sector 4;Al. Calinesti 8 Bloc 11, sc.4;privat;44,380056;26,093969;150
BIF;Sector 4;Al. Calinesti 10 Bloc 15, sc.6;privat;44,379813;26,094278;150
BIF;Sector 4;Al.Tebea 2A Bloc 102, sc.2;privat;44,386512;26,109568;180
BIF;Sector 4;Al. Tebea 2 Bloc 103, sc.2;privat;44,386505;26,109599;180
BIF;Sector 4;Al. Tebea 2 Bloc 103, sc.4;privat;44,386854;26,109596;180
BIF;Sector 4;Bd. Alex. Obregia 2A Bloc 2A, sc.1;privat;44,388484;26,117456;150
BIF;Sector 4;Bd. Alex. Obregia 6 Bloc M1, sc.1;privat;44,386902;26,116509;150
BIF;Sector 4;Bd. Alex. Obregia 6 Bloc M1, sc.2;privat;44,386738;26,116404;150
BIF;Sector 4;Bd. Alex. Obregia 6 Bloc M1, sc.3;privat;44,386613;26,116276;150
BIF;Sector 4;Bd. Alex. Obregia 6 Bloc M1, sc.4;privat;44,386391;26,116184;150
BIF;Sector 4;Bd. Alex. Obregia 8 Bloc OD2, sc.1;privat;44,386191;26,115988;150
